Year,Month,Day,Hour,Minute,Second,Longitude,Latitude,Code,Depth,Code,Mb,code,Ms1,Code,Ms2,Code,Mw,Code,MD,Code,ML,Code,Mweq,Code
1992,11,17,7,58,40.0,-100.493,18.480,0,94.8,0,4.4,123,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.6,166
1992,11,20,4,20,0.0,-116.165,32.105,0,15.6,0,0.0,0,3.4,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1992,11,27,16,0,0.0,-116.900,34.340,0,2.0,0,0.0,0,5.8,132,0,0,0.0,0,0.0,0,0.0,0,5.8,165
1992,11,30,8,33,0.0,-98.030,23.260,0,30.0,0,0.0,0,4.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.9,165
1992,11,30,17,26,0.0,-97.380,17.590,0,96.0,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1992,12,2,7,12,0.0,-116.233,30.677,0,10.2,0,0.0,0,4.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.9,165
1992,12,5,6,48,0.0,-114.298,30.907,0,1.9,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1992,12,6,11,49,0.0,-105.010,17.940,0,43.0,0,0.0,0,3.9,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1992,12,9,19,28,33.0,-88.606,13.268,0,98.8,0,4.6,120,0.0,0,0,0,0.0,0,0.0,0,0.0,0,4.9,166
1992,12,10,19,15,0.0,-114.718,31.875,0,8.0,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1992,12,13,4,28,48.5,-108.301,21.122,0,10.0,0,4.2,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.3,166
1992,12,14,4,15,15.1,-109.220,19.791,0,10.0,0,0.0,0,0.0,0,0.0,0,5.3,163,0.0,0,0.0,0,5.3,164
1992,12,17,3,15,30.0,-88.149,17.863,0,50.0,0,0.0,0,0.0,0,0,0,0.0,0,4.6,133,0.0,0,4.6,167
1992,12,17,9,19,19.0,-105.462,18.436,0,33.0,0,5.1,123,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.5,166
1992,12,17,11,9,0.0,-91.620,13.680,0,70.0,0,0.0,0,5.1,132,0.0,0,0.0,0,0.0,0,0.0,0,5.4,165
1993,1,1,8,0,55.0,-88.662,15.861,0,35.2,0,0.0,0,0.0,0,0,0,0.0,0,4.2,133,0.0,0,4.1,167
1993,1,3,22,38,41.0,-88.549,16.376,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,4.0,133,0.0,0,3.9,167
1993,1,5,11,0,26.0,-88.978,15.377,0,19.7,0,3.3,120,0.0,0,0,0,0.0,0,0.0,0,0.0,0,3.1,166
1993,1,5,22,25,42.0,-90.176,17.266,0,19.9,0,0.0,0,0.0,0,0,0,0.0,0,4.4,133,0.0,0,4.4,167
1993,1,6,0,20,16.0,-90.768,15.726,0,0.0,0,3.5,120,0.0,0,0,0,0.0,0,0.0,0,0.0,0,3.4,166
1993,1,6,0,44,0.0,-98.740,17.900,0,65.0,0,0.0,0,3.6,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1993,1,6,3,42,44.0,-93.926,14.651,0,22.8,0,4.8,120,4.5,131,0.0,0,5.4,158,0.0,0,0.0,0,5.4,164
1993,1,6,5,16,28.0,-85.753,15.306,0,20.3,0,0.0,0,0.0,0,0,0,0.0,0,4.4,133,0.0,0,4.4,167
1993,1,7,23,45,0.0,-95.370,17.060,0,63.0,0,0.0,0,3.9,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1993,1,17,8,2,5.0,-86.349,13.780,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,4.4,133,0.0,0,4.4,167
1993,2,3,23,12,0.0,-97.760,17.880,0,77.0,0,0.0,0,3.7,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1993,2,5,6,0,19.7,-88.256,15.143,0,139.7,0,4.6,128,0.0,0,0,0,0.0,0,0.0,0,0.0,0,4.9,166
1993,2,5,18,23,0.0,-105.060,19.100,0,20.0,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1993,2,6,9,51,58.0,-86.002,14.875,0,35.9,0,0.0,0,0.0,0,0,0,0.0,0,4.2,133,0.0,0,4.1,167
1993,2,11,0,21,0.0,-93.570,17.600,0,24.0,0,0.0,0,3.4,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1993,2,13,20,35,41.0,-86.018,17.086,0,33.0,0,4.7,123,0.0,0,0,0,0.0,0,0.0,0,0.0,0,5.0,166
1993,2,16,9,20,20.0,-86.860,13.375,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,4.2,133,0.0,0,4.1,167
1993,2,17,11,21,6.0,-86.410,14.934,0,20.0,0,0.0,0,0.0,0,0,0,0.0,0,4.3,133,0.0,0,4.2,167
1993,2,17,23,37,0.0,-99.650,21.800,0,32.0,0,0.0,0,3.4,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1993,2,18,11,54,34.8,-91.682,15.039,0,22.0,0,4.7,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.0,166
1993,2,21,4,43,37.0,-87.478,14.250,0,20.0,0,0.0,0,0.0,0,0,0,0.0,0,4.0,133,0.0,0,3.9,167
1993,2,24,4,27,16.0,-111.952,28.379,0,10.0,0,4.7,120,4.7,131,0.0,0,0.0,0,0.0,0,0.0,0,5.1,165
1993,2,24,14,10,0.0,-116.166,31.402,0,8.0,0,0.0,0,3.9,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1993,2,28,0,46,0.5,-108.607,23.920,0,10.0,0,4.7,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.0,166
1993,3,1,21,44,25.0,-87.937,15.730,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,4.2,133,0.0,0,4.1,167
1993,3,4,4,53,0.0,-116.978,31.385,0,3.8,0,0.0,0,4.0,132,0.0,0,0.0,0,0.0,0,0.0,0,4.9,165
1993,3,5,8,20,55.0,-113.109,28.739,0,10.0,0,5.5,123,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.1,166
1993,3,6,1,11,36.3,-87.462,15.858,0,10.0,0,4.1,128,0.0,0,0,0,0.0,0,0.0,0,0.0,0,4.2,166
1993,3,6,2,40,0.0,-95.330,16.610,0,109.0,0,0.0,0,3.7,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1993,3,8,14,42,0.0,-98.120,14.830,0,19.0,0,0.0,0,4.4,132,0.0,0,0.0,0,0.0,0,0.0,0,5.0,165
1993,3,8,19,7,56.0,-89.683,13.019,0,28.5,0,0.0,0,0.0,0,0,0,0.0,0,4.2,133,0.0,0,4.1,167
1993,3,9,9,36,0.0,-94.840,17.330,0,86.0,0,0.0,0,4.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.9,165
1993,3,11,20,43,56.2,-101.816,18.288,0,70.9,0,5.4,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.9,166
1993,3,11,20,46,36.0,-90.168,14.913,0,20.5,0,0.0,0,0.0,0,0,0,0.0,0,4.4,133,0.0,0,4.4,167
1993,3,13,5,18,0.0,-95.060,16.210,0,29.0,0,0.0,0,4.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.9,165
1993,3,13,9,45,8.3,-90.727,14.910,0,33.0,0,4.2,128,0.0,0,0,0,0.0,0,0.0,0,0.0,0,4.3,166
1993,3,14,20,29,9.0,-91.351,16.038,0,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.5,133,0.0,0,4.5,167
1993,3,16,5,59,51.0,-92.070,16.326,0,21.1,0,0.0,0,0.0,0,0.0,0,0.0,0,4.1,133,0.0,0,4.0,167
1993,3,16,18,47,25.0,-90.795,16.202,0,96.4,0,3.7,120,0.0,0,0,0,0.0,0,0.0,0,0.0,0,3.6,166
1993,3,18,11,42,0.0,-95.550,17.970,0,48.0,0,0.0,0,3.7,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1993,3,20,9,32,43.0,-91.329,15.473,0,21.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.3,133,0.0,0,4.2,167
1993,3,20,17,41,48.2,-103.327,18.696,0,58.8,0,5.1,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.5,166
1993,3,31,10,18,14.0,-100.911,17.381,0,29.5,0,5.4,123,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.9,166
1993,4,2,0,10,16.0,-88.704,14.522,0,19.0,0,3.5,120,0.0,0,0,0,0.0,0,0.0,0,0.0,0,3.4,166
1993,4,2,8,16,40.0,-90.191,13.023,0,58.1,0,0.0,0,0.0,0,0,0,0.0,0,4.5,133,0.0,0,4.5,167
1993,4,3,4,21,17.0,-111.901,27.176,0,10.0,0,0.0,0,4.1,131,0.0,0,0.0,0,0.0,0,0.0,0,4.9,165
1993,4,9,12,29,19.0,-97.969,28.957,0,5.0,0,4.1,123,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.2,166
1993,4,13,6,24,45.0,-87.901,16.142,0,20.0,0,0.0,0,0.0,0,0,0,0.0,0,4.2,133,0.0,0,4.1,167
1993,4,14,4,31,0.0,-99.460,17.040,0,20.0,0,0.0,0,3.9,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1993,4,17,16,19,0.0,-99.020,15.440,0,59.0,0,0.0,0,3.9,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1993,4,22,11,3,0.0,-115.011,32.472,0,16.9,0,0.0,0,4.0,132,0.0,0,0.0,0,0.0,0,0.0,0,4.9,165
1993,4,30,15,5,0.0,-96.160,19.340,0,8.0,0,0.0,0,3.7,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1993,5,1,20,1,0.0,-99.380,17.870,0,69.0,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1993,5,3,4,51,15.0,-88.376,14.344,0,13.2,0,0.0,0,0.0,0,0,0,0.0,0,4.0,133,0.0,0,3.9,167
1993,5,3,5,18,49.0,-86.845,14.516,0,20.0,0,0.0,0,0.0,0,0,0,0.0,0,4.3,133,0.0,0,4.2,167
1993,5,5,7,51,0.0,-91.280,16.620,0,73.0,0,0.0,0,3.6,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1993,5,7,8,21,0.0,-103.030,17.820,0,24.0,0,0.0,0,3.9,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1993,5,13,22,1,52.0,-93.618,25.311,0,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.2,133,0.0,0,4.1,167
1993,5,17,23,6,55.0,-85.591,14.316,0,20.0,0,0.0,0,0.0,0,0,0,0.0,0,4.7,133,0.0,0,4.7,167
1993,5,20,5,39,42.0,-87.402,15.042,0,35.0,0,0.0,0,0.0,0,0,0,0.0,0,4.2,133,0.0,0,4.1,167
1993,5,25,5,31,48.0,-88.909,16.168,0,20.0,0,0.0,0,0.0,0,0,0,0.0,0,4.3,133,0.0,0,4.2,167
1993,5,27,3,38,54.0,-87.020,14.085,0,27.2,0,0.0,0,0.0,0,0,0,0.0,0,4.3,133,0.0,0,4.2,167
1993,5,31,3,40,0.0,-101.710,17.540,0,98.0,0,0.0,0,4.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.9,165
1993,6,12,11,15,0.4,-87.522,13.286,0,215.9,0,5.4,120,0.0,0,0,0,5.9,158,0.0,0,0.0,0,5.9,164
1993,6,12,11,50,0.0,-105.330,22.340,0,158.0,0,0.0,0,4.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.9,165
1993,6,12,11,50,53.9,-106.408,20.986,0,33.0,0,4.3,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.4,166
1993,6,21,20,2,0.0,-93.020,17.360,0,20.0,0,0.0,0,4.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.9,165
1993,6,22,11,15,0.0,-115.970,32.732,0,3.4,0,0.0,0,3.7,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1993,6,26,12,48,0.0,-114.737,33.127,0,5.8,0,0.0,0,3.2,132,0,0,0.0,0,0.0,0,0.0,0,4.7,165
1993,7,6,9,9,0.0,-95.930,15.470,0,7.0,0,0.0,0,4.4,132,0.0,0,0.0,0,0.0,0,0.0,0,5.0,165
1993,7,8,2,5,0.0,-114.174,30.250,0,8.0,0,0.0,0,5.0,132,0.0,0,0.0,0,0.0,0,0.0,0,5.3,165
1993,7,9,0,53,0.0,-96.680,15.270,0,52.0,0,0.0,0,4.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.9,165
1993,7,14,5,1,0.0,-103.060,19.350,0,104.0,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1993,7,18,5,59,0.0,-93.480,18.080,0,60.0,0,0.0,0,3.6,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1993,7,20,5,14,26.0,-93.841,15.777,0,49.7,0,0.0,0,0.0,0,0.0,0,0.0,0,5.3,133,0.0,0,5.3,167
1993,7,23,21,17,2.0,-87.118,17.254,0,50.0,0,0.0,0,0.0,0,0,0,0.0,0,4.9,133,0.0,0,4.9,167
1993,7,24,1,17,0.0,-94.270,17.440,0,134.0,0,0.0,0,3.9,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1993,7,29,16,8,0.0,-116.026,33.272,0,18.7,0,0.0,0,3.2,132,0,0,0.0,0,0.0,0,0.0,0,4.7,165
1993,7,29,17,50,0.0,-98.890,19.050,0,9.0,0,0.0,0,3.4,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1993,8,5,1,20,50.0,-98.203,17.566,0,70.9,0,5.0,123,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.4,166
1993,8,6,19,24,0.0,-100.700,16.810,0,16.0,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1993,8,18,0,4,0.0,-99.820,15.980,0,49.0,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1993,8,19,20,11,15.0,-106.060,19.780,0,33.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.3,152,4.2,168
1993,8,22,15,53,11.0,-90.903,17.678,0,50.0,0,0.0,0,0.0,0,0,0,0.0,0,4.8,133,0.0,0,4.8,167
1993,8,23,12,5,0.0,-99.230,22.380,0,10.0,0,0.0,0,4.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.9,165
1993,8,29,18,41,0.0,-105.360,20.120,0,10.0,0,0.0,0,3.9,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1993,9,3,6,12,35.0,-89.830,16.310,0,50.0,0,0.0,0,0.0,0,0,0,0.0,0,4.0,133,0.0,0,3.9,167
1993,9,3,12,35,0.6,-92.790,13.980,73,69.0,73,5.8,73,6.8,73,0.0,0,6.7,78,0.0,0,0.0,0,6.7,164
1993,9,10,19,12,57.0,-92.700,14.700,10,34.0,47,6.2,90,7.3,10,0.0,0,7.2,78,0.0,0,0.0,0,7.2,164
1993,9,11,4,57,51.0,-87.202,16.229,0,50.0,0,0.0,0,0.0,0,0,0,0.0,0,4.4,133,0.0,0,4.4,167
1993,9,11,6,18,6.0,-91.896,16.815,0,74.1,0,0.0,0,0.0,0,0.0,0,0.0,0,5.2,133,0.0,0,5.2,167
1993,9,12,3,22,38.5,-90.429,13.826,0,68.2,0,0.0,0,0.0,0,0,0,6.0,163,0.0,0,0.0,0,6.0,164
1993,9,12,8,18,42.0,-89.342,17.102,0,48.5,0,0.0,0,0.0,0,0,0,0.0,0,4.3,133,0.0,0,4.2,167
1993,9,14,0,49,30.0,-86.876,13.183,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,4.0,133,0.0,0,3.9,167
1993,9,14,10,50,56.0,-91.302,17.311,0,40.3,0,0.0,0,0.0,0,0.0,0,0.0,0,4.8,133,0.0,0,4.8,167
1993,9,18,7,16,16.0,-90.289,14.430,0,13.8,0,0.0,0,0.0,0,0,0,0.0,0,4.2,133,0.0,0,4.1,167
1993,9,27,6,6,0.0,-100.330,15.900,0,74.0,0,0.0,0,4.4,132,0.0,0,0.0,0,0.0,0,0.0,0,5.0,165
1993,9,28,9,50,20.0,-92.420,13.530,0,51.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.3,152,5.3,168
1993,9,29,2,9,46.0,-106.620,18.850,0,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.4,152,5.4,168
1993,9,29,7,17,0.0,-94.920,17.820,0,13.0,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1993,9,29,11,34,48.0,-88.184,16.779,0,50.0,0,0.0,0,0.0,0,0,0,0.0,0,4.7,133,0.0,0,4.7,167
1993,9,30,18,27,49.0,-95.010,14.780,73,13.0,73,5.6,73,6.4,73,0.0,0,6.5,78,0.0,0,0.0,0,6.5,164
1993,9,30,21,36,0.0,-105.190,18.520,0,8.0,0,0.0,0,3.9,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1993,10,3,1,57,30.0,-90.361,16.522,0,50.0,0,0.0,0,0.0,0,0,0,0.0,0,4.2,133,0.0,0,4.1,167
1993,10,3,4,21,0.0,-97.110,15.670,0,22.0,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1993,10,5,4,24,0.0,-109.090,29.930,0,10.0,0,0.0,0,4.0,132,0.0,0,0.0,0,0.0,0,0.0,0,4.9,165
1993,10,18,21,49,0.0,-118.828,31.963,0,1.2,0,0.0,0,4.3,132,0,0,0.0,0,0.0,0,0.0,0,5.0,165
1993,10,24,3,45,0.0,-96.650,16.070,0,47.0,0,0.0,0,3.9,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1993,10,24,5,14,15.0,-85.750,13.559,0,50.0,0,0.0,0,0.0,0,0,0,0.0,0,4.7,133,0.0,0,4.7,167
1993,10,24,7,52,19.0,-98.980,16.540,73; 74,19.0,73,6.2,73,6.6,73,0.0,0,6.6,78,0.0,0,0.0,0,6.6,164
1993,10,26,10,37,0.0,-115.550,33.133,0,14.1,0,0.0,0,3.2,132,0,0,0.0,0,0.0,0,0.0,0,4.7,165
1993,10,27,16,45,53.0,-90.129,15.935,0,50.0,0,0.0,0,0.0,0,0,0,0.0,0,4.0,133,0.0,0,3.9,167
1993,10,28,17,35,0.0,-98.020,15.440,0,5.0,0,0.0,0,3.9,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1993,11,6,18,5,53.0,-93.751,13.325,0,35.2,0,0.0,0,0.0,0,0.0,0,0.0,0,4.8,133,0.0,0,4.8,167
1993,11,18,20,25,6.0,-94.140,13.860,0,60.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.5,152,5.5,168
1993,11,19,2,25,0.4,-94.007,14.722,0,26.7,0,5.6,120,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.2,166
1993,11,24,6,19,50.0,-105.064,15.320,0,10.0,0,4.7,123,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.0,166
1993,11,28,14,18,2.0,-86.452,14.128,0,50.0,0,0.0,0,0.0,0,0,0,0.0,0,4.0,133,0.0,0,3.9,167
1993,12,4,5,56,45.0,-90.177,15.358,0,50.0,0,0.0,0,0.0,0,0,0,0.0,0,4.1,133,0.0,0,4.0,167
1993,12,5,0,58,20.0,-102.593,27.781,0,0.7,0,4.8,120,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.1,166
1993,12,5,3,29,18.0,-89.195,15.696,0,32.3,0,0.0,0,0.0,0,0,0,0.0,0,4.9,133,0.0,0,4.9,167
1993,12,6,17,47,28.0,-100.462,15.410,0,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.1,139,0.0,0,4.0,167
1993,12,11,5,53,59.0,-87.667,14.565,0,35.0,0,0.0,0,0.0,0,0,0,0.0,0,4.5,133,0.0,0,4.5,167
1993,12,19,18,56,0.0,-97.450,16.970,0,55.0,0,0.0,0,4.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.9,165
1993,12,19,18,56,7.0,-97.165,17.339,0,69.8,0,4.4,120,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.6,166
1993,12,24,0,21,38.5,-86.620,16.010,0,10.0,0,4.8,128,0.0,0,0,0,0.0,0,0.0,0,0.0,0,5.1,166
1994,1,8,13,14,24.0,-91.190,16.181,0,39.1,0,4.1,120,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.2,166
1994,1,10,14,25,37.6,-91.293,13.704,0,27.4,0,5.1,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.5,166
1994,1,12,2,46,0.0,-98.530,15.450,0,11.0,0,0.0,0,3.7,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1994,1,13,12,19,0.0,-115.509,31.271,0,15.9,0,0.0,0,3.0,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1994,1,17,12,30,0.0,-118.537,34.213,0,18.0,0,0.0,0,6.7,132,0,0,6.7,43,0.0,0,0.0,0,6.7,164
1994,1,28,4,29,0.0,-102.590,19.400,0,32.0,0,0.0,0,3.4,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1994,2,4,18,33,59.0,-95.070,17.117,0,100.2,0,5.2,120,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.7,166
1994,2,6,1,48,12.0,-108.010,19.230,0,10.0,0,4.1,123,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.2,166
1994,2,14,3,6,12.0,-115.350,30.750,0,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.2,152,4.1,168
1994,2,14,7,24,0.0,-96.340,16.480,0,27.0,0,0.0,0,4.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.9,165
1994,2,23,14,13,49.0,-97.160,18.046,0,70.0,0,5.6,123,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.2,166
1994,2,26,16,38,0.0,-98.700,19.700,0,74.0,0,0.0,0,3.4,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1994,3,2,1,37,37.7,-102.357,16.826,0,33.0,0,4.0,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.0,166
1994,3,5,12,23,0.0,-117.873,32.871,0,13.9,0,0.0,0,3.0,132,0,0,0.0,0,0.0,0,0.0,0,4.7,165
1994,3,7,4,51,0.0,-116.512,29.811,0,1.2,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1994,3,9,8,55,0.0,-104.710,19.010,0,15.0,0,0.0,0,3.7,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1994,3,12,23,46,0.1,-94.286,16.713,0,99.7,0,5.0,120,0.0,0,0.0,0,5.6,158,0.0,0,0.0,0,5.6,164
1994,3,14,20,51,26.0,-92.430,15.680,75,204.0,75,5.7,90,0.0,0,0.0,0,6.8,75,0.0,0,0.0,0,6.8,164
1994,3,15,5,34,0.0,-98.080,16.080,0,10.0,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1994,3,15,18,58,0.0,-114.117,29.287,0,5.0,0,0.0,0,4.0,132,0.0,0,0.0,0,0.0,0,0.0,0,4.9,165
1994,3,18,2,20,19.0,-109.118,24.802,0,10.0,0,5.4,123,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.9,166
1994,3,23,2,59,14.5,-116.195,31.736,0,5.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.3,155,5.3,168
1994,3,31,8,24,0.0,-104.440,20.450,0,10.0,0,0.0,0,3.6,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1994,4,4,3,25,0.0,-116.853,33.441,0,14.0,0,0.0,0,3.0,132,0,0,0.0,0,0.0,0,0.0,0,4.7,165
1994,4,6,19,1,0.0,-117.095,34.192,0,7.0,0,0.0,0,4.7,132,0,0,0.0,0,0.0,0,0.0,0,5.1,165
1994,4,9,8,18,0.0,-99.650,23.120,0,15.0,0,0.0,0,3.4,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1994,4,10,12,52,0.0,-97.080,16.350,0,98.0,0,0.0,0,3.7,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1994,4,15,4,48,0.0,-99.630,16.740,0,7.0,0,0.0,0,4.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.9,165
1994,4,20,15,39,41.3,-103.626,17.775,0,32.6,0,4.8,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.1,166
1994,5,4,3,45,49.0,-108.540,19.570,0,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.1,152,5.1,168
1994,5,6,21,9,38.0,-98.037,18.354,0,68.5,0,5.0,123,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.4,166
1994,5,23,1,41,44.0,-100.538,18.226,0,68.9,0,5.9,120,0.0,0,0.0,0,6.3,163,0.0,0,0.0,0,6.3,164
1994,6,4,22,30,54.7,-90.732,14.763,0,223.3,0,4.3,128,0.0,0,0,0,0.0,0,0.0,0,0.0,0,4.4,166
1994,6,4,22,31,0.0,-91.230,14.810,0,182.0,0,0.0,0,3.9,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1994,6,8,20,53,26.2,-85.890,16.791,0,10.0,0,0.0,0,0.0,0,0,0,5.5,163,0.0,0,0.0,0,5.5,164
1994,6,9,22,21,8.0,-88.419,15.822,0,31.4,0,4.5,123,0.0,0,0,0,0.0,0,0.0,0,0.0,0,4.7,166
1994,6,11,3,38,0.0,-101.840,16.430,0,5.0,0,0.0,0,3.7,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1994,6,16,16,24,0.0,-116.408,34.273,0,10.0,0,0.0,0,5.0,132,0,0,0.0,0,0.0,0,0.0,0,5.3,165
1994,6,19,18,21,0.0,-102.880,18.450,0,131.0,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1994,6,26,11,55,44.1,-108.159,22.270,0,33.0,0,4.4,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.6,166
1994,6,28,22,3,0.0,-116.303,33.329,0,22.7,0,0.0,0,3.1,132,0,0,0.0,0,0.0,0,0.0,0,4.7,165
1994,6,30,1,8,23.0,-90.123,27.849,0,10.0,0,4.2,123,0.0,0,0,0,0.0,0,0.0,0,0.0,0,4.3,166
1994,7,4,7,2,15.0,-113.481,31.644,0,10.0,0,4.0,123,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.0,166
1994,7,4,21,36,43.7,-97.310,14.830,75,19.0,75,6.1,47,6.1,75,0.0,0,6.5,43,0.0,0,0.0,0,6.5,164
1994,7,5,10,6,0.0,-96.300,15.060,0,102.0,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1994,7,9,2,18,0.0,-97.560,15.910,0,21.0,0,0.0,0,3.7,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1994,7,11,19,51,53.9,-91.083,14.323,0,67.8,0,4.3,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.4,166
1994,7,20,3,59,0.0,-99.710,18.130,0,47.0,0,0.0,0,3.4,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
