Year,Month,Day,Hour,Minute,Second,Magnitude,Latitude,Longitude,Depth
2020,12,28,15,26,47,1.2,38.38299,21.98670,6.858
2020,12,28,15,30,31,2.1,38.37985,21.99005,6.599
2020,12,28,16,05,20,1.0,38.38352,21.98814,6.829
2020,12,28,16,10,06,2.5,38.38478,21.98913,6.573
2020,12,28,16,11,27,1.7,38.37982,21.99298,6.681
2020,12,28,16,45,02,1.4,38.37906,22.02356,6.636
2020,12,28,16,47,09,1.2,38.37820,21.99285,7.037
2020,12,28,17,26,31,1.5,38.38187,22.02306,7.397
2020,12,28,17,29,33,1.6,38.38264,22.02235,7.350
2020,12,28,17,57,24,1.5,38.38174,21.98970,6.769
2020,12,28,18,08,56,3.3,38.37690,22.00070,6.866
2020,12,28,18,17,35,1.5,38.38088,21.98948,6.914
2020,12,28,18,59,28,2.0,38.37739,22.00342,6.928
2020,12,28,19,03,34,2.5,38.37595,22.00128,6.984
2020,12,28,19,06,48,2.0,38.37684,21.99672,6.979
2020,12,28,19,25,33,1.8,38.37508,22.01416,6.470
2020,12,28,19,28,09,1.7,38.37732,22.00324,6.898
2020,12,28,19,44,39,2.0,38.38304,21.98646,6.867
2020,12,28,20,02,27,1.2,38.38344,21.98519,6.948
2020,12,28,20,14,47,2.1,38.38170,21.98783,6.924
2020,12,28,20,16,34,1.8,38.38105,21.98880,6.965
2020,12,28,22,22,56,1.4,38.38614,21.98858,6.509
2020,12,28,22,37,30,2.2,38.38529,21.98643,6.660
2020,12,28,23,30,08,1.4,38.37744,21.99636,7.013
2020,12,28,23,38,01,1.5,38.38204,21.98660,6.936
2020,12,29,00,19,46,1.5,38.37692,22.00504,6.716
2020,12,29,00,47,55,1.4,38.37592,22.00427,6.642
2020,12,29,00,48,29,1.0,38.37635,22.00494,6.706
2020,12,29,01,47,58,1.3,38.38182,22.01821,7.412
2020,12,29,02,05,09,1.7,38.37727,22.00274,6.875
2020,12,29,02,05,58,1.8,38.37754,22.00381,6.935
2020,12,29,05,27,29,1.1,38.37539,22.00115,6.677
2020,12,29,07,27,08,2.7,38.38795,21.99985,7.392
2020,12,29,12,12,38,1.7,38.37800,21.99288,7.191
2020,12,29,12,17,57,1.8,38.37789,21.99328,7.178
2020,12,29,13,16,49,2.3,38.37973,21.98859,7.176
2020,12,29,13,58,10,3.3,38.38185,22.02341,6.711
2020,12,29,14,11,05,1.9,38.38087,22.02588,6.988
2020,12,29,14,12,26,1.8,38.37704,22.01550,6.695
2020,12,29,14,13,40,2.3,38.37831,22.01726,6.936
2020,12,29,14,15,10,1.9,38.37933,22.01573,6.858
2020,12,29,14,26,34,1.9,38.38234,22.01645,7.384
2020,12,29,14,48,48,0.8,38.38145,22.01714,7.467
2020,12,29,14,54,21,1.9,38.38187,22.02465,7.528
2020,12,29,14,56,24,1.3,38.37701,22.03034,10.167
2020,12,29,15,00,15,2.3,38.38049,22.02264,7.604
2020,12,29,15,03,45,1.3,38.38296,22.02291,7.279
2020,12,29,16,20,37,2.8,38.37445,22.01441,6.675
2020,12,29,16,23,45,2.7,38.37341,22.01482,6.663
2020,12,29,16,44,09,1.6,38.37828,22.01252,6.778
2020,12,29,16,44,23,2.0,38.37806,22.01324,6.765
2020,12,29,17,00,08,1.5,38.38269,22.02710,7.442
2020,12,29,17,27,28,1.8,38.37729,22.02173,6.584
2020,12,29,17,56,29,1.7,38.38088,22.01172,6.897
2020,12,29,18,26,52,1.7,38.38019,22.01599,7.487
2020,12,29,18,52,09,1.5,38.37620,22.00260,6.684
2020,12,29,18,55,04,1.4,38.37911,22.02670,6.962
2020,12,29,19,54,28,1.1,38.37946,22.01485,7.638
2020,12,29,20,25,26,1.5,38.37766,22.00408,6.826
2020,12,29,20,40,25,1.8,38.38367,22.02760,7.242
2020,12,29,21,14,58,2.1,38.38287,22.02354,7.209
2020,12,29,21,30,40,1.0,38.38144,22.01197,6.946
2020,12,29,21,41,18,1.6,38.38228,22.02669,7.454
2020,12,29,21,49,35,2.8,38.37945,22.03108,7.241
2020,12,29,22,04,57,1.7,38.38277,22.02209,7.335
2020,12,29,22,33,02,2.0,38.38041,22.02730,6.823
2020,12,29,22,39,33,1.4,38.37527,22.01071,6.694
2020,12,29,23,11,23,1.7,38.38296,22.00611,6.818
2020,12,29,23,24,20,2.8,38.38060,22.01616,7.681
2020,12,30,00,38,34,2.6,38.38124,22.01377,7.330
2020,12,30,00,39,20,4.2,38.37955,22.01393,7.679
2020,12,30,01,10,10,2.0,38.37781,22.01347,7.476
2020,12,30,01,22,59,2.0,38.37334,22.01868,7.521
2020,12,30,01,46,58,1.6,38.38062,22.00761,6.825
2020,12,30,01,54,14,1.8,38.36941,22.02799,7.593
